Object,    Opt SpT,    NIR SpT, SpT Refs,  flag,RA (deg),Dec (deg),Epoch (JD),plx,eplx, PlxRef,Ymag,eYmag ,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,Lmag,eLmag,Mmag,eMmag,J2mag,eJ2mag,H2mag, eH2mag, K2mag,eK2mag, MKO+2MA,SS Refs,      sysID bin," compsep("")  HS",  HST/AO,HST AO Refs,
SDSS_J000013.54+255418.6,   null,   T4.5,25,    null,0.05639,25.90546,2454302.13,70.8,1.9,68,15.798, 0.058 1,14.73, 0.030 0,14.74, 0.030 0,14.82,  0.030 0,13.03, 0.030 0,13.28, 0.100 0,15.063,  0.041 0,14.731, 0.074 0,14.836, 0.120 0,"  57,68,135,148",141,1,     NaN,  K,68,
2MASSI_J0003422-$282241,   M7.5,   null,52,    over-L,0.9277,-28.37834,2455051.03,25.7,0.93,253,13.814, 0.055 1,13.017, 0.024 1,12.41, 0.028 1,11.949,  0.025 1,    NaN,   NaN 9,     NaN,   NaN 9,13.068,  0.024 0,12.376, 0.028 0,11.972, 0.025 0,"  57,68",242,1,66,  null,   null,
GJ_1001B,   null,   L5,68,    null,1.14519,-40.73497,2451392.79,76.86,3.97,111,                 NaN,   NaN 9,13.764, 0.038 0,12.82, 0.035 0,12.064,  0.038 1,    NaN,   NaN 9,     NaN,   NaN 9,13.813,  0.034 1,12.735, 0.032 1,12.1, 0.035 0,"  57,68,147",637,2,18.6,  NV,"   68,98",
GJ_1001C,   null,   L5,68,    null,1.14519,-40.73497,2451392.79,76.86,3.97,111,                 NaN,   NaN 9,13.864, 0.040 0,12.97, 0.037 0,12.164,  0.040 1,    NaN,   NaN 9,     NaN,   NaN 9,13.913,  0.036 1,12.885, 0.034 1,12.2, 0.037 0,"  57,68,147",637,2,18.6,  NV,"   68,98",
LSR_J0011+5908,   M6.5,   null,160,    null,2.8826,59.14446,2451492.72,108.3,1.4,160,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,9.945,  0.023 0,9.393, 0.026 0,9.093, 0.021 0,57,161,1,     NaN,  null,   null,
HD_1160B,   null,   null,  null,    young,3.98871,4.25113,2451872.77,9.66,0.45,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,13.41, 0.120 0,14.34, 0.200 0,15.83,  0.100 0,14.65, 0.080 0,14.12, 0.060 0,197,301,1,0.78,  GKV,197,
BRI_0021-$0214,   M9.5,   M9.5,83126,    null,6.10265,-1.97226,2451071.74,86.6,4,246,                 NaN,   NaN 9,11.73, 0.030 0,11.1, 0.030 0,10.53,  0.030 0,9.78, 0.130 0,     NaN,   NaN 9,11.992,  0.035 0,11.084, 0.022 0,10.539, 0.023 0,57146143,214,1,     NaN,  N,218,
LHS_1070A,   M6,   null,156,    null,6.18414,-27.14007,2451542.55,129.47,2.48,48,                 NaN,   NaN 9,9.94, 0.038 0,9.341, 0.039 0,9.046,  0.040 0,8.606, 0.060 0,     NaN,   NaN 9,9.982,  0.038 0,9.312, 0.039 0,9.071, 0.040 0,"  57,68,143",110,1,     NaN,  sWNV,"   68,156,",157154
LHS_1070B,   M9.5,   null,206,    null,6.18414,-27.14007,2451542.55,129.47,2.48,48,                 NaN,   NaN 9,10.588, 0.038 0,9.92, 0.039 0,9.5,  0.040 1,8.82, 0.061 0,     NaN,   NaN 9,10.628,  0.039 1,9.892, 0.040 1,9.525, 0.040 0,"  57,68,143",110,2,1.8,  sNWV,"   68,156,",157154
LHS_1070C,   L0,   null,206,    null,6.18414,-27.14007,2451542.55,129.47,2.48,48,                 NaN,   NaN 9,10.923, 0.038 0,10.243, 0.039 0,9.82,  0.040 1,9.097, 0.062 0,     NaN,   NaN 9,10.968,  0.040 1,10.212, 0.041 1,9.846, 0.040 0,"  57,68,143",110,2,1.8,  sNWV,"   68,156,",157154
2MASS_J00250365+4759191A,   null,   null,  null,    null,6.26525,47.98866,2451123.76,22.82,0.88,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,57,641,2,218,  N,216,
2MASS_J00250365+4759191B,   null,   null,  null,    null,6.26525,47.98866,2451123.76,22.82,0.88,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,57,641,2,218,  N,216,
PC_0025+0447,   M9.5,   null,126,    null,6.92489,5.0616,2451768.91,13.8,1.6,58,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,16.189,  0.093 0,15.288, 0.099 0,14.964, 0.116 0,57,120,1,     NaN,  null,   null,
LP_349-25A,   null,   M7:,68,    young?,6.98419,22.32555,2454688.07,69.6,0.9,68,                 NaN,   NaN 9,11.155, 0.025 1,10.607, 0.023 1,10.15,  0.017 1,9.797, 0.070 0,     NaN,   NaN 9,11.202,  0.025 1,10.559, 0.026 1,10.174, 0.017 0,"  57,67,68,210",604,2,     NaN,  CVK,"   67,76,1",37
LP_349-25B,   null,   M8:,68,    young?,6.98419,22.32555,2454688.07,69.6,0.9,68,                 NaN,   NaN 9,11.505, 0.028 1,10.933, 0.024 1,10.457,  0.018 1,10.019, 0.070 0,     NaN,   NaN 9,11.562,  0.028 1,10.908, 0.029 1,10.492, 0.018 0,"  57,67,68,210",604,2,     NaN,  CVK,"   67,76,1",37
2MASSW_J0030300-$145033,   L7,   null,129,    null,7.62555,-14.84261,2451840.66,37.42,4.5,255,17.609, 0.058 1,16.39, 0.030 0,15.37, 0.030 0,14.49,  0.030 0,    NaN,   NaN 9,     NaN,   NaN 9,16.278,  0.111 0,15.273, 0.100 0,14.481, 0.100 0,"  57,68,135",269,1,     NaN,  W,"   14,93",
EROS-MP_J0032-$4405,   L0$\gamm,a$ null,53,    gamma,8.23268,-44.08496,2451436.71,38.4,4.8,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,14.776,  0.035 0,13.857, 0.034 0,13.269, 0.037 0,57,307,1,     NaN,  null,   null,
SDSSp_J003259.36+141036.6,   null,   L8,83,    null,8.2474,14.17698,2451878.7,30.14,5.16,255,17.548, 0.071 1,16.58, 0.050 0,15.66, 0.050 0,14.99,  0.050 0,13.35, 0.050 0,     NaN,   NaN 9,16.83,  0.169 0,15.648, 0.143 0,14.946, 0.109 0,"  57,68,97,146",270,1,     NaN,  null,   null,
ULAS_J003402.77-$005206.7,   null,   T8.5,56257,    null,8.51161,-0.86872,2455052.1,68.7,1.4,68,18.9, 0.100 0,18.15, 0.030 0,18.49, 0.040 0,18.48,  0.050 0,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,257,206,1,     NaN,  K,68,
2MASS_J00345157+0523050,   null,   T6.5,25,    null,8.7149,5.38475,2451788.77,105.4,7.5,71,16.043, 0.058 1,15.11, 0.030 0,15.55, 0.030 0,15.96,  0.030 0,13.3, 0.040 0,12.66, 0.100 0,15.535,  0.045 0,15.443, 0.082 0,15.836, 0.030 1,"  44,57,68,148",308,1,     NaN,  null,   null,
2MASSW_J0036159+182110,   L3.5,   L4:,83129,    null,9.0674,18.35291,2451872.62,114.2,0.8,58,13.584, 0.057 1,12.3, 0.030 0,11.64, 0.030 0,11.04,  0.030 0,10.08, 0.050 0,10.35, 0.070 0,12.466,  0.027 0,11.588, 0.030 0,11.058, 0.021 0,"  57,68,135,146",121,1,     NaN,  WNA,"   14,165,",209218
HD_3651B,   null,   T7.5,178,    null,9.82913,21.25476,2450726.74,90.42,0.32,253,17.216, 0.058 1,16.31, 0.030 0,16.72, 0.030 0,16.86,  0.030 0,    NaN,   NaN 9,     NaN,   NaN 9,16.595,  0.030 1,16.661, 0.030 1,16.734, 0.030 1,68164,243,1,42.9,  K,68,
2MASS_J00501994-$3322402,   null,   T7,25,    null,12.58726,-33.37493,2455051.07,94.6,2.4,68,16.798, 0.086 1,15.65, 0.100 0,16.04, 0.100 0,15.91,  0.100 0,    NaN,   NaN 9,     NaN,   NaN 9,15.928,  0.070 0,15.838, 0.191 0,15.241, 0.185 0,"  57,68,151",298,1,     NaN,  K,68,
RG_0050-$2722,   M8,   null,126,    null,13.22787,-27.09992,2451128.54,46.2,10,247,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.611,  0.026 0,12.984, 0.032 0,12.54, 0.029 0,57,226,1,     NaN,  null,   null,
CFBDS_J005910.90-$011401.3,   null,   T8.5,56,    null,14.79608,-1.23358,2455069.07,103.2,2.1,68,18.82, 0.020 0,18.06, 0.030 0,18.27, 0.050 0,18.685,  0.050 1,    NaN,   NaN 9,     NaN,   NaN 9,18.339,  0.030 1,18.201, 0.050 1,18.63, 0.050 0,"  61,68",142,1,     NaN,  K,61,
2MASSW_J0103320+193536,   L6,   null,129,    null,15.88349,19.59338,2450732.75,46.9,7.6,71,17.434, 0.094 1,16.199, 0.080 1,14.959, 0.056 1,14.119,  0.059 1,    NaN,   NaN 9,     NaN,   NaN 9,16.288,  0.080 0,14.897, 0.056 0,14.149, 0.059 0,"  57,68",309,1,     NaN,  null,   null,
SDSSp_J010752.33+004156.1,   L8,   L5.5,83105,    null,16.96842,0.699,2451789.73,64.13,4.51,255,16.909, 0.058 1,15.75, 0.030 0,14.56, 0.030 0,13.58,  0.030 0,12.06, 0.070 0,     NaN,   NaN 9,15.824,  0.058 0,14.512, 0.039 0,13.709, 0.044 0,"  57,68,146",271,1,     NaN,  N,216,
CTI_012657.5+280202,   M8.5,   null,126,    null,21.91325,28.09824,2450753.7,30.5,0.5,58,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,14.044,  0.029 0,13.357, 0.030 0,12.856, 0.031 0,57,122,1,     NaN,  null,   null,
L_726-8A,   M5.5,   null,124,    null,24.75501,-17.95074,2451026.83,375,4,86,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,6.862,  0.023 0,6.303, 0.030 0,5.914, 0.036 0,57107,651,2,     NaN,  null,   null,
L_726-8B,   M6,   null,124,    null,24.75501,-17.95074,2451026.83,375,4,86,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,7.242,  0.026 0,6.603, 0.031 0,6.314, 0.046 0,57107,651,2,     NaN,  null,   null,
WISEP_J014807.25-$720258.8,   null,   T9.5,132,    null,27.03049,-72.04965,2455458.99,60.1,15.8,69,                 NaN,   NaN 9,18.96, 0.070 0,19.22, 0.040 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,132,385,1,     NaN,  null,   null,
2MASS_J01490895+2956131,   M9.5,   null,128,    null,27.28732,29.937,2450755.8,44.4,0.7,58,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.449,  0.023 0,12.584, 0.026 0,11.975, 0.022 0,57,123,1,     NaN,  G,47,
SDSS_J015141.69+124429.6,   null,   T1,25,    null,27.92316,12.74169,2450704.87,46.73,3.37,255,17.268, 0.071 1,16.25, 0.050 0,15.54, 0.050 0,15.18,  0.050 0,13.54, 0.050 0,     NaN,   NaN 9,16.566,  0.129 0,15.603, 0.112 0,15.183, 0.189 0,"  57,68,97,146",272,1,     NaN,  N,26,
DENIS-P_J020529.0-$115925A,   null,   L7.5:.,68,    triple,31.3725,-11.99158,2451869.7,50.6,1.5,58,                 NaN,   NaN 9,15.149, 0.080 1,14.304, 0.053 1,13.689,  0.053 1,    NaN,   NaN 9,     NaN,   NaN 9,15.316,  0.079 1,14.258, 0.042 1,13.697, 0.036 0,"  57,68,97,146",602,2,     NaN,  KWVN,"   14,16,6",8136
DENIS-P_J020529.0-$115925B,   null,   L6.5:.,68,    triple,31.3725,-11.99158,2451869.7,50.6,1.5,58,                 NaN,   NaN 9,15.219, 0.084 1,14.424, 0.054 1,13.799,  0.054 1,    NaN,   NaN 9,     NaN,   NaN 9,15.365,  0.083 1,14.388, 0.042 1,13.807, 0.037 0,"  57,68,97,146",602,2,     NaN,  KWVN,"   14,16,6",8136
SDSS_J020742.48+000056.2,   null,   T4.5,25,    null,31.92854,0.01568,2451774.82,29.3,4,183,17.706, 0.071 1,16.63, 0.050 0,16.66, 0.050 0,16.62,  0.050 0,    NaN,   NaN 9,     NaN,   NaN 9,16.799,  0.156 0,16.599, 0.050 1,16.53, 0.050 1,"  57,68,146",171,1,     NaN,  N,26,
2MASS_J02212859-$6831400,   M8,   null,219,    lowg,35.36916,-68.5278,2451503.7,25.4,3.6,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.965,  0.033 0,13.275, 0.032 0,12.806, 0.037 0,57,310,1,     NaN,  null,   null,
GJ_1048B,   L1,   L1,90,    null,38.99972,-23.52237,2451128.69,47.01,0.94,253,                 NaN,   NaN 9,    NaN,   NaN 9,12.772, 0.202 1,12.165,  0.081 1,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,12.725, 0.202 0,12.186, 0.081 0,"  57,68",244,1,11.94,  K,68,
2MASSI_J0243137-$245329,   null,   T6,25,    null,40.80716,-24.89162,2451129.67,93.62,3.63,255,16.131, 0.058 1,15.13, 0.030 0,15.39, 0.030 0,15.34,  0.030 0,13.25, 0.050 0,13.27, 0.160 0,15.381,  0.050 0,15.137, 0.109 0,15.216, 0.168 0,"  57,68,135,148",273,1,     NaN,  N,26,
BRI_B0246-$1703,   M8,   null,127,    null,42.17085,-16.85602,2451026.88,61.6,5.4,247,                 NaN,   NaN 9,12.5, 0.030 0,11.81, 0.030 0,11.45,  0.030 0,    NaN,   NaN 9,     NaN,   NaN 9,12.551,  0.022 0,11.872, 0.022 0,11.422, 0.021 0,57143,227,1,     NaN,  null,   null,
TVLM_831-154910,   null,   null,  null,    null,42.54864,-1.85821,2451116.68,30.2,4.5,246,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,12.886,  0.028 0,12.278, 0.023 0,11.909, 0.019 0,57,215,1,     NaN,  null,   null,
TVLM_831-161058,   M8,   null,258,    null,42.80531,0.79344,2451788.92,17.7,2.2,246,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.773,  0.026 0,13.104, 0.024 0,12.681, 0.028 0,57,216,1,     NaN,  null,   null,
TVLM_831-165166,   null,   null,  null,    null,42.92768,-1.03498,2451084.71,19.5,3.9,246,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,14.222,  0.026 0,13.662, 0.040 0,13.297, 0.026 0,57,217,1,     NaN,  null,   null,
TVLM_832-10443,   M8,   null,58,    null,43.10953,0.93954,2451789.79,36,0.4,58,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.126,  0.023 0,12.441, 0.024 0,11.963, 0.019 0,57,124,1,     NaN,  null,   null,
Teegarden's_star,   M6,   null,111,    null,43.25354,16.88147,2451486.72,259.25,0.94,80,8.957, 0.057 1,8.344, 0.027 1,7.919, 0.040 1,7.552,  0.046 1,    NaN,   NaN 9,     NaN,   NaN 9,8.394,  0.027 0,7.883, 0.040 0,7.585, 0.046 0,"  57,68",152,1,     NaN,  null,   null,
PSO_J043.5395+02.3995,   null,   T8,167,    null,43.53988,2.39964,2455457.49,134.7,14.9,69,                 NaN,   NaN 9,16.14, 0.120 0,16.51, 0.120 0,16.84,  0.120 0,    NaN,   NaN 9,     NaN,   NaN 9,16.43,  0.120 0,16.47, 0.120 0,16.69, 0.120 0,167,169,1,     NaN,  null,   null,
DENIS-P_J0255.0-$4700,   L8,   L9,25131,    null,43.76491,-47.01416,2451153.58,201.37,3.89,49,14.214, 0.057 1,13.123, 0.027 1,12.261, 0.024 1,11.551,  0.024 1,    NaN,   NaN 9,     NaN,   NaN 9,13.246,  0.027 0,12.204, 0.024 0,11.558, 0.024 0,"  57,68",112,1,     NaN,  N,218,
TVLM_832-42500,   M6.5,   null,88,    null,45.64551,-1.27369,2451084.84,36.3,4,246,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.595,  0.029 0,13.091, 0.028 0,12.749, 0.029 0,57,218,1,     NaN,  null,   null,
2MASSI_J0318540-$342129,   L7,   null,131,    null,49.72515,-34.35812,2451156.6,72.9,7.7,71,16.612, 0.074 1,15.47, 0.055 1,14.406, 0.044 1,13.483,  0.039 1,    NaN,   NaN 9,     NaN,   NaN 9,15.569,  0.055 0,14.346, 0.044 0,13.507, 0.039 0,"  57,68",311,1,     NaN,  null,   null,
LP_412-31,   M8,   null,126,    null,50.24856,18.90648,2450747.91,68.9,0.6,58,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,11.759,  0.021 0,11.066, 0.022 0,10.639, 0.018 0,57,125,1,     NaN,  G,47,
SDSS_J032553.17+042540.1,   null,   T5.5,44,    null,51.47176,4.42797,2451589.52,55.6,10.9,71,16.949, 0.058 1,15.9, 0.030 0,16.25, 0.030 0,16.47,  0.030 0,    NaN,   NaN 9,     NaN,   NaN 9,16.254,  0.137 0,16.193, 0.030 1,16.357, 0.030 1,"  44,57,68",312,1,     NaN,  null,   null,
2MASSW_J0326137+295015,   L3.5,   null,128,    null,51.55697,29.83757,2450771.86,31,1.5,58,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,15.481,  0.052 0,14.395, 0.050 0,13.835, 0.045 0,57,126,1,     NaN,  null,   null,
2MASSI_J0328426+230205,   L8,   L9.5,129135,    null,52.17773,23.03477,2450748.83,33.13,4.2,255,17.414, 0.058 1,16.35, 0.030 0,15.47, 0.030 0,14.87,  0.030 0,13.33, 0.050 0,     NaN,   NaN 9,16.693,  0.140 0,15.547, 0.124 0,14.916, 0.113 0,"  57,68,97,146",274,1,     NaN,  W,"   14,93",
LSPM_J0330+5413,   null,   null,  null,    null,52.70376,54.23198,2451172.71,103.8,1.4,160,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,10.173,  0.021 0,9.595, 0.016 0,9.284, 0.018 0,57,162,1,     NaN,  null,   null,
LEHPM_3396,   M9,   null,201,    null,53.55076,-49.8923,2451468.87,120.6,3.6,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,11.376,  0.023 0,10.823, 0.026 0,10.392, 0.022 0,57,313,1,     NaN,  null,   null,
2MASSI_J0335020+234235,   M8.5,   null,"  89,212,23","3   Li,lowg,",accr        053.75887,23.71026,2455069.13,23.6,1.3,234,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,12.25,  0.021 0,11.655, 0.022 0,11.261, 0.017 0,57,367,1,     NaN,  GW,"   14,47,9",3
LP_944-20,   M9,   null,248,    null,54.89675,-35.42891,2451154.72,201.4,4.2,247,11.529, 0.054 1,10.68, 0.030 0,9.98, 0.030 0,9.53,  0.030 0,8.72, 0.070 0,     NaN,   NaN 9,10.725,  0.021 0,10.017, 0.021 0,9.548, 0.023 0,"  57,68,143",228,1,     NaN,  K,68,
2MASP_J0345432+254023,   L0,   L1:,83128,    null,56.42985,25.67315,2451530.71,37.1,0.5,58,14.941, 0.057 1,13.84, 0.050 0,13.2, 0.050 0,12.66,  0.050 0,12.01, 0.100 0,     NaN,   NaN 9,13.997,  0.027 0,13.211, 0.030 0,12.672, 0.024 0,"  57,68,145,146",127,1,     NaN,  W,"   14,93",
WISE_J035000.32-$565830.2,   null,   Y1,133,    null,57.50137,-56.97507,2455387.55,291,50,185,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,  null,379,1,     NaN,  I,133,
LHS_1604,   M8,   null,258,    over-L,57.75019,-0.87924,2451828.87,68.1,1.9,193,                 NaN,   NaN 9,11.24, 0.030 0,10.53, 0.030 0,10.15,  0.030 0,    NaN,   NaN 9,     NaN,   NaN 9,11.302,  0.024 0,10.609, 0.022 0,10.232, 0.024 0,57143,180,1,     NaN,  K,68,
2MASS_J03552337+1133437,   L5$\gamm,a$ null,53,"    young,AB","Dor,gamma   058.84738",11.56214,2451538.78,122,13,72,                 NaN,   NaN 9,13.9, 0.030 0,12.6, 0.030 0,11.46,  0.020 0,    NaN,   NaN 9,     NaN,   NaN 9,14.05,  0.024 0,12.53, 0.031 0,11.526, 0.021 0,"  57,72",378,1,     NaN,  KN,9216,
WISE_J035934.06-$540154.6,   null,   Y0,133,    null,59.89195,-54.03185,2455299.78,145,39,185,                 NaN,   NaN 9,21.56, 0.240 0,22.2, 0.430 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,133,380,1,     NaN,  I,133,
WISEP_J041022.71+150248.5,   null,   Y0,56,    null,62.59494,15.04641,2455490.57,131.5,14.6,69,19.61, 0.040 0,19.44, 0.030 0,20.02, 0.050 0,19.91,  0.070 0,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,153,386,1,     NaN,  null,   null,
2MASSI_J0415195-$093506,   T8,   T8,"  22,25",    null,63.8381,-9.58353,2455071.14,175.2,1.7,68,16.281, 0.058 1,15.32, 0.030 0,15.7, 0.030 0,15.83,  0.030 0,13.28, 0.050 0,12.82, 0.160 0,15.695,  0.058 0,15.537, 0.113 0,15.429, 0.201 0,"  57,68,97,135",143,1,     NaN,  N,26,
SDSSp_J042348.57-$041403.5A,   null,   L6.5:,68,    null,65.95169,-4.23388,2454342.14,72.1,1.1,68,                 NaN,   NaN 9,14.863, 0.039 1,13.962, 0.034 1,13.276,  0.036 0,    NaN,   NaN 9,     NaN,   NaN 9,15.008,  0.031 1,13.918, 0.039 1,13.263, 0.040 1,"  57,68,97,146",605,2,     NaN,  NK,"   26,68",
SDSSp_J042348.57-$041403.5B,   null,   T2,68,    null,65.95169,-4.23388,2454342.14,72.1,1.1,68,                 NaN,   NaN 9,15.283, 0.047 1,14.681, 0.045 1,14.456,  0.067 0,    NaN,   NaN 9,     NaN,   NaN 9,15.478,  0.036 1,14.628, 0.048 1,14.373, 0.068 1,"  57,68,97,146",605,2,     NaN,  NK,"   26,68",
LHS_191,   M6.5,   null,124,    null,66.583,3.60997,2451569.55,58.4,1.8,193,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,11.623,  0.024 0,11.072, 0.022 0,10.693, 0.023 0,57,181,1,     NaN,  null,   null,
2MASSI_J0439010-$235308,   L6.5,   null,51,    null,69.75422,-23.88565,2451146.65,110.4,4,71,15.47, 0.058 1,14.318, 0.029 1,13.465, 0.029 1,12.796,  0.023 1,    NaN,   NaN 9,     NaN,   NaN 9,14.408,  0.029 0,13.409, 0.029 0,12.816, 0.023 0,"  57,68",314,1,     NaN,  null,   null,
NLTT_13728,   M6.0,   null,233,    young,70.09689,-5.5023,2451092.83,105.5,3.2,234,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,10.658,  0.024 0,9.986, 0.022 0,9.545, 0.019 0,57,368,1,     NaN,  null,   null,
2MASSI_J0445538-$304820,   L2,   null,51,    null,71.47448,-30.80568,2451170.55,78.5,4.9,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.393,  0.026 0,12.58, 0.024 0,11.975, 0.021 0,57,315,1,     NaN,  null,   null,
LHS_197,   M6,   null,208,    null,71.57707,48.74775,2451545.66,52.3,1,193,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,11.559,  0.024 0,11.056, 0.035 0,10.764, 0.019 0,57,182,1,     NaN,  null,   null,
2MASS_J04465175-$1116476B,   null,   null,  null,    young,71.71564,-11.2799,2451153.69,53.6,5,234,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,  null,369,1,1.59,  Y,234,
WISEP_J045853.90+643452.,   null,   T8.5,33,    null,74.72478,64.58131,2455499.35,69.6,18.6,69,                 NaN,   NaN 9,17.501, 0.070 0,17.807, 0.110 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,"  33,85,181",653,2,     NaN,  K,"   33,85",
WISEP_J045853.90+6434526,   null,   T9.5,33,    null,74.72478,64.58131,2455499.35,69.6,18.6,69,                 NaN,   NaN 9,18.481, 0.071 0,18.827, 0.110 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,"  33,85,181",653,2,     NaN,  K,"   33,85",
LSR_J0510+2713,   M8,   null,160,    null,77.58384,27.23423,2450786.81,100.7,1.6,160,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,10.698,  0.020 0,9.965, 0.022 0,9.56, 0.018 0,57,163,1,     NaN,  null,   null,
LHS_1742a,   esdM5.5,   null,88,    subd,77.66234,19.40218,2450755.89,13.4,1,193,                 NaN,   NaN 9,14.65, 0.050 0,14.21, 0.050 0,14.06,  0.050 0,    NaN,   NaN 9,     NaN,   NaN 9,14.641,  0.034 0,14.232, 0.054 0,14.103, 0.065 0,57143,183,1,     NaN,  null,   null,
LSR_J0515+5911,   M7.5,   null,160,    null,78.87893,59.18847,2451197.63,65.7,1.3,160,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,11.32,  0.025 0,10.661, 0.019 0,10.319, 0.018 0,57,164,1,     NaN,  null,   null,
